"FLaSHLogNumber","Project","Date","Station","MinOfTowTime","SerialNumber","PreyCategory","PreyLengthID","PreyLengthSpecies","PreyLength","LengthEstimate","PreyWeight","EyeDiameter","Comments"
1689,"STN",8/14/2014 0:00:00,"602",12/30/1899 10:32:00,"0189","Isopods",10364,,2.10,,,,
1689,"STN",8/14/2014 0:00:00,"602",12/30/1899 10:32:00,"0189","Isopods",10370,,2.00,"Y",,,"NM"
2065,"STN",6/18/2015 0:00:00,"719",12/30/1899 10:21:00,"7171","Corophium type",11479,"juvenile Corophium",1.20,,,,
2074,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7180","Corophium type",11496,"juvenile Corophium",1.20,,,,
2074,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7180","Other malacostraca",11500,"Tanaid",1.60,,,,
2074,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7180","Corophium type",11498,"juvenile Corophium",1.20,"G",,,"NM"
2074,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7180","Corophium type",11499,"juvenile Corophium",1.20,"G",,,"NM"
2074,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7180","Other malacostraca",11501,"Tanaid",2.10,,,,
2075,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7181","Corophium type",11502,"juvenile Corophium",1.10,,,,
2075,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7181","Corophium type",11503,"juvenile Corophium",1.20,,,,
2075,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7181","Corophium type",11504,"juvenile Corophium",1.20,,,,
2075,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7181","Other malacostraca",11506,"Tanaid",1.30,,,,
2074,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7180","Corophium type",11495,"juvenile Corophium",1.20,,,,
2074,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7180","Corophium type",11494,"juvenile Corophium",1.20,,,,
2075,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7181","Other malacostraca",11505,"Tanaid",1.60,,,,
2072,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7178","Corophium type",11484,,1.00,,,,
2074,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7180","Corophium type",11497,"juvenile Corophium",1.20,"G",,,"NM"
2074,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7180","Corophium type",11493,"A. spinicorne",2.40,,,,"NW, 1 A2 missing"
2071,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7177","Other malacostraca",11481,"tanaid",1.40,,,,
2072,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7178","Corophium type",11483,,1.00,,,,"NI"
2069,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7175","Corophium type",11480,"juvenile Corophium",1.30,,,,"NI"
2072,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7178","Corophium type",11485,,1.10,,,,
2072,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7178","Corophium type",11486,,1.10,,,,
2072,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7178","Corophium type",11487,,1.50,,,,
2072,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7178","Corophium type",11488,,1.50,,,,
2072,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7178","Corophium type",11489,,1.60,,,,
2072,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7178","Corophium type",11490,,1.80,,,,
2072,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7178","Corophium type",11491,,1.30,"G",,,"NM, A2 NI"
2072,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7178","Other malacostraca",11492,"Tanaid",1.90,,,,
2072,"STN",7/1/2015 0:00:00,"719",12/30/1899 11:38:00,"7178","Chironomid larvae",11482,,2.50,,,,"NI"
1776,"FMWT",10/9/2014 0:00:00,"706",12/30/1899 9:57:00,"7009","Cumaceans",10440,,1.90,,,,
1776,"FMWT",10/9/2014 0:00:00,"706",12/30/1899 9:57:00,"7009","Cumaceans",10442,,1.90,,,,
1775,"FMWT",10/9/2014 0:00:00,"706",12/30/1899 9:57:00,"7008","Unid mysids",10437,,4.20,"ED",,0.30,"NM"
1776,"FMWT",10/9/2014 0:00:00,"706",12/30/1899 9:57:00,"7009","Cumaceans",10441,,1.90,,,,
1776,"FMWT",10/9/2014 0:00:00,"706",12/30/1899 9:57:00,"7009","Hyperacanthomysis longirostris",10438,,3.30,"ED",,0.20,"NM"
1775,"FMWT",10/9/2014 0:00:00,"706",12/30/1899 9:57:00,"7008","Hyperacanthomysis longirostris",10436,,3.10,"Y",,,"NM, eye NM"
1775,"FMWT",10/9/2014 0:00:00,"706",12/30/1899 9:57:00,"7008","Hyperacanthomysis longirostris",10435,,3.10,"Y",,,"NM, eye NM"
1775,"FMWT",10/9/2014 0:00:00,"706",12/30/1899 9:57:00,"7008","Hyperacanthomysis longirostris",10434,,3.60,,,,
1776,"FMWT",10/9/2014 0:00:00,"706",12/30/1899 9:57:00,"7009","Cumaceans",10439,,1.90,,,,
1770,"FMWT",9/11/2014 0:00:00,"705",12/30/1899 11:14:00,"7003","Corophium type",10431,"A. spinicorne",3.00,,9.1e-04,,"Female, A2 = 3.2 mm"
1771,"FMWT",9/11/2014 0:00:00,"705",12/30/1899 11:14:00,"7004","Cumaceans",10432,,2.40,,,,"NM"
1770,"FMWT",9/11/2014 0:00:00,"705",12/30/1899 11:14:00,"7003","Gammarus type",10430,"Hyalella sp.",3.90,,1.28e-03,,
1770,"FMWT",9/11/2014 0:00:00,"705",12/30/1899 11:14:00,"7003","Cumaceans",10429,,2.30,,,,
1772,"FMWT",9/11/2014 0:00:00,"705",12/30/1899 11:14:00,"7005","Hyperacanthomysis longirostris",10433,,7.70,,,,"NI"
1769,"FMWT",9/10/2014 0:00:00,"602",12/30/1899 9:10:00,"7001","Isopods",10425,,2.30,,3.8e-04,0.10,
1769,"FMWT",9/10/2014 0:00:00,"602",12/30/1899 9:10:00,"7001","Isopods",10426,,2.30,"G",,,"NM"
1769,"FMWT",9/10/2014 0:00:00,"602",12/30/1899 9:10:00,"7001","Hyperacanthomysis longirostris",10427,,3.10,"Y",,,"NM, eye NM"
1769,"FMWT",9/10/2014 0:00:00,"602",12/30/1899 9:10:00,"7001","Cumaceans",10428,,2.40,"Y",,,"NM"
1778,"FMWT",12/16/2014 0:00:00,"721",12/30/1899 11:35:00,"7036","Chironomid larvae",10470,,3.30,,,,
1778,"FMWT",12/16/2014 0:00:00,"721",12/30/1899 11:35:00,"7036","Chironomid larvae",10469,,3.20,,,,
1778,"FMWT",12/16/2014 0:00:00,"721",12/30/1899 11:35:00,"7036","Chironomid larvae",10471,,2.00,"G",,,"NM"
1778,"FMWT",12/16/2014 0:00:00,"721",12/30/1899 11:35:00,"7036","Chironomid larvae",10472,,3.20,"G",,,"NM"
1778,"FMWT",12/16/2014 0:00:00,"721",12/30/1899 11:35:00,"7036","Chironomid larvae",10473,,3.30,"G",,,"NM"
1778,"FMWT",12/16/2014 0:00:00,"721",12/30/1899 11:35:00,"7036","Chironomid larvae",10468,,2.00,,,,
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10448,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10467,"Unid, head only, probably Psocoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Isopods",10909,,2.00,"Y",,,
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Cumaceans",10905,,2.40,"Y",,,"NM"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Cumaceans",10904,,2.40,"Y",,,"NM"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Cumaceans",10903,,2.40,"Y",,,"NM"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Cumaceans",10902,,2.80,,,,
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10454,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Chironomid larvae",10443,,1.50,,,,
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Chironomid larvae",10444,,3.00,"Y",,,"NM"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10445,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10446,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10447,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10449,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10451,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10450,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10453,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10466,"Bark lice - order Psocoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10455,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10456,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10457,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10458,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10459,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10460,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10461,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10462,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10463,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10464,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10465,"Bark lice - order Psocoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1777,"FMWT",12/8/2014 0:00:00,"511",12/30/1899 13:29:00,"7011","Terrestrial invertebrates",10452,"Aphids - order Hemiptera, suborder Homoptera",1.62,"M",,,"NM; Est: used avg length of prey from same month"
1887,"SKT",5/6/2015 0:00:00,"719",12/30/1899 7:24:00,"7168","Corophium type",11348,"juvenile Corophium",1.00,,,,
1885,"SKT",5/6/2015 0:00:00,"719",12/30/1899 7:24:00,"7166","Corophium type",11347,"juvenile Corophium",1.10,,,,
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11295,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11294,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11293,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11292,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11290,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11289,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11288,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11287,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11291,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11296,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11304,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11298,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11299,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11300,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11286,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11303,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11273,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11302,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11301,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11297,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11276,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11268,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11267,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11343,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11305,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11269,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11270,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11271,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11275,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11274,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11285,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11277,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11278,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11279,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11280,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11281,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11282,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11283,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11284,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11272,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11338,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11341,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11330,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11331,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11332,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11333,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11334,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11335,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11328,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11337,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11327,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11339,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11340,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11342,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11344,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11345,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11346,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11266,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11313,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11336,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11318,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11307,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11308,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11309,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11310,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11311,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
1884,"SKT",4/8/2015 0:00:00,"719",12/30/1899 7:20:00,"7165","Terrestrial invertebrates",11312,"Chironomidae",2.50,"Y",,,"2.5-3.7 mm size range; Est: used avg prey length of prey found in 2015"
