"FLaSHLogNumber","Project","Date","Station","MinOfTowTime","SerialNumber","PreyCategory","PreyLengthID","PreyLengthSpecies","PreyLength","LengthEstimate","PreyWeight","EyeDiameter","Comments"
28,"STN",8/23/2011 0:00:00,"716",12/30/1899 8:08:00,"1366","Unid amphipod",37,"Unid amphipod",1.16,"Y",,,"NM, no eye; mean length Corophium"
67,"STN",8/23/2011 0:00:00,"716",12/30/1899 8:08:00,"1378B","Chironomid larvae",177,,1.50,,,,
135,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2404","Hyperacanthomysis longirostris",442,,2.00,,,,
138,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2407","Unid plant material",452,,1.00,,,,
138,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2407","Corophium type",449,,1.10,,,,
135,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2404","Corophium type",448,,1.00,,,,
135,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2404","Corophium type",447,,1.00,,,,
135,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2404","Hyperacanthomysis longirostris",446,,2.15,"G",,,"NM, no eye"
135,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2404","Hyperacanthomysis longirostris",445,,2.20,,,,
154,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2386","Corophium type",612,,1.10,,,,
135,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2404","Hyperacanthomysis longirostris",443,,2.30,,,,
131,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2395","Corophium type",435,,1.25,,,,
133,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2406","Unid mysids",438,,2.35,"M",,,"NM, no eye"
158,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2389","Corophium type",623,,1.50,,,,
133,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2406","Unid mysids",437,,2.35,"M",,,"NM, no eye"
135,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2404","Hyperacanthomysis longirostris",444,,2.10,,,,
125,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2402","Corophium type",474,,1.10,,,,
144,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2388","Corophium type",470,,1.30,,,,"NI"
144,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2388","Corophium type",469,,1.40,,,,
144,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2388","Unid mysids",468,,2.35,"M",,0.20,"NM"
144,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2388","Unid mysids",467,,2.35,"M",,0.20,"NM"
143,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2399","Corophium type",466,,1.30,,,,
155,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2387","Hyperacanthomysis longirostris",614,,2.10,,,,
154,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2386","Corophium type",613,,1.00,,,,
158,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2389","Corophium type",622,,1.10,,,,
125,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2402","Corophium type",473,,1.00,,,,
158,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2389","Unid mysids",621,,1.60,"ED",,0.05,"NM"
125,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2402","Corophium type",475,,1.00,,,,
155,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2387","Cumaceans",615,,1.50,,,,
155,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2387","Unid amphipod",618,"Unid amphipod",1.00,"G",,,"NM, no eye; from Corophium"
155,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2387","Corophium type",616,,1.00,,,,
155,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2387","Corophium type",617,,1.00,,,,
120,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2385","Unid mysids",396,,1.50,,,,
125,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2402","Corophium type",471,,1.10,,,,
125,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2402","Corophium type",472,,1.05,"G",,,"NM, eye too small"
114,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2405","Cumaceans",378,,2.30,,,,
120,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2385","Hyperacanthomysis longirostris",398,,1.90,,,,
119,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2403","Cumaceans",394,,2.10,,,,
119,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2403","Unid mysids",393,,3.10,"ED",,0.20,"NM"
117,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2396","Corophium type",392,,1.00,,,,
117,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2396","Cumaceans",391,,2.30,,,,
117,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2396","Cumaceans",390,,2.00,,,,
115,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2392","Unid plant material",386,,0.50,,,,
115,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2392","Corophium type",385,,1.00,,,,"NI"
115,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2392","Corophium type",384,,1.10,,,,"NI"
115,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2392","Corophium type",383,,0.80,,,,
115,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2392","Corophium type",382,,0.90,,,,
115,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2392","Cumaceans",381,,2.50,,,,
143,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2399","Unid mysids",465,,2.26,"M",,0.20,"NM"
115,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2392","Hyperacanthomysis longirostris",379,,2.00,,,,
120,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2385","Unid mysids",397,,5.10,"ED",,0.40,"NM"
114,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2405","Hyperacanthomysis longirostris",377,,1.25,"G",,0.20,"NM"
114,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2405","Hyperacanthomysis longirostris",376,,1.25,"G",,0.20,"NM"
114,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2405","Hyperacanthomysis longirostris",375,,1.25,"G",,0.10,"NM"
114,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2405","Hyperacanthomysis longirostris",374,,1.25,"G",,0.20,"NM"
114,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2405","Hyperacanthomysis longirostris",373,,1.25,"G",,0.10,"NM"
114,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2405","Hyperacanthomysis longirostris",372,,1.20,,,,
114,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2405","Hyperacanthomysis longirostris",371,,1.30,,,,
113,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2397","Corophium type",365,,1.20,,,,"No antenna"
113,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2397","Hyperacanthomysis longirostris",364,,1.50,,,,
112,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2401","Corophium type",363,,1.00,,,,
112,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2401","Cumaceans",362,,2.00,,,,
112,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2401","Unid mysids",361,,2.35,"M",,0.20,"NM"
112,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2401","Unid mysids",360,,2.35,"M",,0.20,"NM"
115,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2392","Hyperacanthomysis longirostris",380,,2.10,,,,"NI"
125,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2402","Corophium type",418,,1.10,,,,
131,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2395","Hyperacanthomysis longirostris",433,,1.90,,,,
131,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2395","Hyperacanthomysis longirostris",432,,1.90,,,,
128,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2394","Unid plant material",429,,1.00,,,,
128,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2394","Corophium type",428,,0.80,,,,
128,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2394","Corophium type",427,,1.00,,,,
128,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2394","Hyperacanthomysis longirostris",426,,1.40,,,,"NI"
128,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2394","Hyperacanthomysis longirostris",425,,1.80,,,,
128,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2394","Hyperacanthomysis longirostris",424,,1.60,,,,
128,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2394","Hyperacanthomysis longirostris",423,,1.50,,,,
128,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2394","Hyperacanthomysis longirostris",422,,1.60,"G",,0.10,"NM"
128,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2394","Hyperacanthomysis longirostris",421,,1.60,"G",,0.10,"NM"
119,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2403","Corophium type",395,,1.50,,,,"NI"
128,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2394","Unid mysids",419,,1.40,"G",,0.10,"NM"
131,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2395","Hyperacanthomysis longirostris",434,,1.90,,,,
123,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2393","Corophium type",410,,1.20,"G",,0.05,"NM"
154,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2386","Corophium type",611,,1.20,,,,
120,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2385","Hyperacanthomysis longirostris",399,,1.40,,,,
120,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2385","Corophium type",400,,1.00,,,,
123,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2393","Corophium type",407,,1.20,,,,
128,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2394","Unid mysids",420,,1.40,,,,"NI"
123,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2393","Corophium type",409,,1.20,"G",,0.05,"NM"
125,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2402","Unid mysids",417,,2.35,"M",,0.10,"NM"
124,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2391","Unid mysids",411,,2.55,"G",,,"NM, eye NM; mean of H. longirostris"
124,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2391","Hyperacanthomysis longirostris",412,,3.30,"ED",,0.20,"NM"
124,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2391","Hyperacanthomysis longirostris",413,,1.80,"ED",,0.10,"NM"
124,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2391","Corophium type",414,,1.00,,,,
124,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2391","Corophium type",415,,1.10,,,,
125,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2402","Unid mysids",416,,2.35,"M",,,"NM, no eye"
123,"FMWT",10/7/2011 0:00:00,"507",12/30/1899 12:18:00,"2393","Corophium type",408,,1.20,,,,
110,"FMWT",10/7/2011 0:00:00,"508",12/30/1899 11:03:00,"2383","Gammarus type",358,,2.00,,,,
132,"FMWT",10/7/2011 0:00:00,"509",12/30/1899 10:41:00,"2373","Unid animal material",436,,0.50,,,,
15,"STN",8/24/2011 0:00:00,"501",12/30/1899 9:34:00,"1004","Palaemon",29,,2.90,,,,
3,"STN",8/24/2011 0:00:00,"501",12/30/1899 9:34:00,"1005","Hyperacanthomysis longirostris",1,,1.80,,,,
3,"STN",8/24/2011 0:00:00,"501",12/30/1899 9:34:00,"1005","Unid amphipod",3,"Unid amphipod",0.80,"G",,,"NM, mid body piece, no eye; length of Corophium same gut"
3,"STN",8/24/2011 0:00:00,"501",12/30/1899 9:34:00,"1005","Corophium type",2,,0.80,,,,
6,"STN",8/24/2011 0:00:00,"519",12/30/1899 10:40:00,"1006","Hyperacanthomysis longirostris",23,,2.00,,,,
6,"STN",8/24/2011 0:00:00,"519",12/30/1899 10:40:00,"1006","Hyperacanthomysis longirostris",21,,2.60,"ED",,0.15,"NM"
6,"STN",8/24/2011 0:00:00,"519",12/30/1899 10:40:00,"1006","Hyperacanthomysis longirostris",20,,2.60,"ED",,0.15,"NM"
6,"STN",8/24/2011 0:00:00,"519",12/30/1899 10:40:00,"1006","Corophium type",24,,1.20,,,,
6,"STN",8/24/2011 0:00:00,"519",12/30/1899 10:40:00,"1006","Hyperacanthomysis longirostris",22,,1.80,,,,
84,"STN",8/25/2011 0:00:00,"418",12/30/1899 10:58:00,"1084","Unid mysids",194,,2.30,"G",,0.15,"NM; mean length H. longirostris"
84,"STN",8/25/2011 0:00:00,"418",12/30/1899 10:58:00,"1084","Hyperacanthomysis longirostris",195,,2.30,,,,
14,"STN",8/25/2011 0:00:00,"418",12/30/1899 10:58:00,"1085","Cumaceans",28,,3.20,,,,"NI"
24,"STN",8/25/2011 0:00:00,"602",12/30/1899 9:57:00,"1077","Cumaceans",34,,1.30,,,,
12,"STN",8/25/2011 0:00:00,"602",12/30/1899 9:57:00,"1066","Cumaceans",26,,1.70,,,,
11,"STN",8/25/2011 0:00:00,"602",12/30/1899 9:57:00,"1082","Corophium type",25,,1.80,,,,
12,"STN",8/25/2011 0:00:00,"602",12/30/1899 9:57:00,"1066","Cumaceans",27,,3.20,,,,
22,"STN",8/25/2011 0:00:00,"602",12/30/1899 9:57:00,"1079","Hyperacanthomysis longirostris",32,,1.60,,,,
20,"STN",8/25/2011 0:00:00,"602",12/30/1899 9:57:00,"1075","Unid mysids",31,,2.31,"M",,,"NM, no eye"
24,"STN",8/25/2011 0:00:00,"602",12/30/1899 9:57:00,"1077","Cumaceans",35,,2.60,,,,
24,"STN",8/25/2011 0:00:00,"602",12/30/1899 9:57:00,"1077","Corophium type",36,,2.10,,,,
83,"STN",8/25/2011 0:00:00,"602",12/30/1899 9:57:00,"1083","Corophium type",193,,1.60,,,,
19,"STN",8/25/2011 0:00:00,"602",12/30/1899 9:57:00,"1071","Palaemon",30,,2.45,"Y",,,"NM, no eye"
23,"STN",8/25/2011 0:00:00,"602",12/30/1899 9:57:00,"1073","Unid mysids",33,,3.10,"ED",,0.20,"NM"
5,"STN",8/25/2011 0:00:00,"602",12/30/1899 9:57:00,"1062","Corophium type",19,,1.10,,,,
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Cumaceans",9,,2.40,"G",,,"NM, no eye; avg length from gut"
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Cumaceans",7,,2.40,"G",,,"NM, no eye; avg length from gut"
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Cumaceans",5,,1.30,,,,
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Cumaceans",8,,2.40,"G",,,"NM, no eye; avg length from gut"
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Cumaceans",10,,2.40,"G",,,"NM, no eye; avg length from gut"
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Cumaceans",11,,2.90,,,,
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Corophium type",12,,1.30,,,,
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Corophium type",16,,1.00,,,,
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Corophium type",13,,2.30,,,,
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Corophium type",14,,1.60,"G",,,"NM, no eye; avg length from gut"
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Corophium type",15,,1.20,,,,
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Cumaceans",4,,3.20,,,,"NI"
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Cumaceans",6,,2.40,"G",,,"NM, no eye; avg length from gut"
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Corophium type",17,,2.20,,,,
4,"STN",8/26/2011 0:00:00,"340",12/30/1899 8:12:00,"1087","Corophium type",18,,1.50,,,,
107,"FMWT",9/14/2011 0:00:00,"715",12/30/1899 14:49:00,"1577","Corophium type",301,,1.30,"G",,,"NM, eye too small to measure"
107,"FMWT",9/14/2011 0:00:00,"715",12/30/1899 14:49:00,"1577","Corophium type",297,,1.20,,,,
107,"FMWT",9/14/2011 0:00:00,"715",12/30/1899 14:49:00,"1577","Corophium type",300,,1.30,"G",,,"NM, eye too small to measure"
107,"FMWT",9/14/2011 0:00:00,"715",12/30/1899 14:49:00,"1577","Corophium type",298,,1.40,,,,
107,"FMWT",9/14/2011 0:00:00,"715",12/30/1899 14:49:00,"1577","Corophium type",302,,1.30,"G",,,"NM, eye too small to measure"
107,"FMWT",9/14/2011 0:00:00,"715",12/30/1899 14:49:00,"1577","Corophium type",299,,1.30,"G",,,"NM, eye too small to measure"
140,"FMWT",10/7/2011 0:00:00,"510",12/30/1899 10:18:00,"2367","Corophium type",458,,1.00,,,,
140,"FMWT",10/7/2011 0:00:00,"510",12/30/1899 10:18:00,"2367","Terrestrial invertebrates",461,,2.00,,,,
140,"FMWT",10/7/2011 0:00:00,"510",12/30/1899 10:18:00,"2367","Corophium type",459,,0.80,,,,
140,"FMWT",10/7/2011 0:00:00,"510",12/30/1899 10:18:00,"2367","Corophium type",457,,1.00,,,,
140,"FMWT",10/7/2011 0:00:00,"510",12/30/1899 10:18:00,"2367","Corophium type",456,,1.10,,,,
140,"FMWT",10/7/2011 0:00:00,"510",12/30/1899 10:18:00,"2367","Unid plant material",462,,0.50,,,,
140,"FMWT",10/7/2011 0:00:00,"510",12/30/1899 10:18:00,"2367","Corophium type",460,,1.10,,,,"NI"
122,"FMWT",10/7/2011 0:00:00,"511",12/30/1899 9:56:00,"2365","Cumaceans",406,,2.70,,,,
159,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2423","Isopods",624,,1.50,,,,
159,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2423","Unid amphipod",627,"Unid amphipod",1.00,"M",,,"NM, no eye"
159,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2423","Unid amphipod",626,"Unid amphipod",1.00,"M",,,"NM, no eye"
121,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2426","Hyperacanthomysis longirostris",401,,3.00,,,,"NI"
159,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2423","Isopods",625,,1.50,,,,
121,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2426","Hyperacanthomysis longirostris",402,,2.40,,,,
134,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2425","Unid mysids",439,,1.70,"G",,,"NM, no eye; average length from H. longirostris"
116,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2424","Unid mysids",387,,2.26,"M",,,"NM, no eye"
116,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2424","Unid amphipod",389,"Unid amphipod",1.10,"Y",,0.05,"NM"
111,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2427","Unid mysids",359,,2.10,"ED",,0.10,"NM"
121,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2426","Corophium type",404,,1.20,,,,
121,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2426","Corophium type",405,,1.00,,,,
129,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2428","Corophium type",430,,1.10,,,,
134,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2425","Unid mysids",440,,1.70,"G",,,"NM, no eye; average length from H. longirostris"
139,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2422","Hyperacanthomysis longirostris",455,,1.83,"M",,0.20,"NM; length from H. longirostris monthly average"
134,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2425","Hyperacanthomysis longirostris",441,,1.70,,,,
139,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2422","Hyperacanthomysis longirostris",453,,1.83,"M",,0.20,"NM; length from H. longirostris monthly average"
121,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2426","Hyperacanthomysis longirostris",403,,2.70,"G",,0.15,"NM"
139,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2422","Hyperacanthomysis longirostris",454,,1.83,"M",,0.20,"NM; length from H. longirostris monthly average"
116,"FMWT",10/7/2011 0:00:00,"518",12/30/1899 13:31:00,"2424","Cumaceans",388,,2.80,,,,
156,"FMWT",10/7/2011 0:00:00,"519",12/30/1899 12:51:00,"2416","Corophium type",620,,1.10,,,,
130,"FMWT",10/7/2011 0:00:00,"519",12/30/1899 12:51:00,"2413","Hyperacanthomysis longirostris",431,,1.80,,,,
161,"FMWT",10/10/2011 0:00:00,"721",12/30/1899 14:19:00,"2612","Corophium type",630,,1.00,"G",,0.05,"NM"
161,"FMWT",10/10/2011 0:00:00,"721",12/30/1899 14:19:00,"2612","Corophium type",629,,1.00,,,,
161,"FMWT",10/10/2011 0:00:00,"721",12/30/1899 14:19:00,"2612","Other malacostraca",631,,0.80,,,,
162,"FMWT",10/10/2011 0:00:00,"721",12/30/1899 14:19:00,"2610","Corophium type",632,,1.50,,,,
161,"FMWT",10/10/2011 0:00:00,"721",12/30/1899 14:19:00,"2612","Corophium type",628,,1.10,,,,
78,"FMWT",9/8/2011 0:00:00,"405",12/30/1899 7:58:00,"1504","Cumaceans",178,,2.10,,,,
81,"FMWT",9/8/2011 0:00:00,"411",12/30/1899 10:47:00,"1101","Corophium type",181,,1.00,,,,
81,"FMWT",9/8/2011 0:00:00,"411",12/30/1899 10:47:00,"1101","Corophium type",182,,1.20,,,,
80,"FMWT",9/8/2011 0:00:00,"411",12/30/1899 10:47:00,"1100","Hyperacanthomysis longirostris",180,,1.80,"M",,0.20,"NM"
80,"FMWT",9/8/2011 0:00:00,"411",12/30/1899 10:47:00,"1100","Hyperacanthomysis longirostris",179,,1.80,"M",,,"NM, no eye"
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Corophium type",123,,1.10,,,,
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Corophium type",128,,1.20,"G",,,"NM, no eye"
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Corophium type",124,,1.20,,,,
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Corophium type",122,,1.20,,,,
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Cumaceans",121,,2.20,,,,
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Hyperacanthomysis longirostris",120,,1.80,"ED",,0.15,"NM"
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Hyperacanthomysis longirostris",119,,1.80,"ED",,0.15,"NM"
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Hyperacanthomysis longirostris",118,,1.80,"ED",,0.10,"NM"
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Hyperacanthomysis longirostris",116,,1.80,"ED",,0.10,"NM"
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Hyperacanthomysis longirostris",115,,1.80,"ED",,0.10,"NM"
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Hyperacanthomysis longirostris",114,,1.50,,,,
34,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1108","Corophium type",113,,2.90,"ED",,0.02,"NM"
34,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1108","Corophium type",112,,2.20,,,,"NI"
34,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1108","Corophium type",111,,1.60,,,,
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Corophium type",125,,1.10,,,,
31,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1109","Corophium type",40,,1.10,,,,
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Hyperacanthomysis longirostris",117,,1.80,"ED",,0.10,"NM"
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Corophium type",129,,1.20,"G",,0.02,"NM"
31,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1109","Hyperacanthomysis longirostris",38,,1.80,"ED",,0.10,"NM"
31,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1109","Palaemon",39,,2.45,"M",,0.30,"NM"
31,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1109","Corophium type",41,,0.90,,,,
34,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1108","Corophium type",110,,1.10,,,,
31,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1109","Corophium type",43,,1.10,,,,
31,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1109","Corophium type",42,,1.10,,,,
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Annelid worms",130,,11.00,,,,
35,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1110","Corophium type",126,,1.10,,,,
34,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1108","Hyperacanthomysis longirostris",105,,1.80,"ED",,0.10,"NM"
34,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1108","Hyperacanthomysis longirostris",106,,1.80,"ED",,0.10,"NM"
34,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1108","Hyperacanthomysis longirostris",107,,1.80,"ED",,0.15,"NM"
34,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1108","Hyperacanthomysis longirostris",108,,1.80,"ED",,0.15,"NM"
34,"FMWT",9/8/2011 0:00:00,"413",12/30/1899 12:14:00,"1108","Corophium type",109,,1.10,,,,
