"UniqueID","DietStudy","LogNumber","Project","Station","Date","SerialNumber","PreyCategory","PreyLengthSpecies","PreyLength","LengthEstimate","PreyWeight","EyeDiameter","PreyAntennaLength","PreySex","Comments"
"DOP 0342 EDSM 2019-09-13 20-07-SBM01 E201","DOP","0342","EDSM","20-07-SBM01",2019-09-13,"E201","Corophium type",NA,1.5,"S",NA,NA,NA,"","NM, NW"
"DOP 0342 EDSM 2019-09-13 20-07-SBM01 E201","DOP","0342","EDSM","20-07-SBM01",2019-09-13,"E201","Unid mysids",NA,1.5,"",NA,NA,NA,"","NI, NW"
"DOP 0342 EDSM 2019-09-13 20-07-SBM01 E201","DOP","0342","EDSM","20-07-SBM01",2019-09-13,"E201","Unid mysids",NA,1.5,"G",NA,NA,NA,"","NM, NW"
"DOP 0342 EDSM 2019-09-13 20-07-SBM01 E201","DOP","0342","EDSM","20-07-SBM01",2019-09-13,"E201","Unid mysids",NA,1.5,"G",NA,NA,NA,"","NM, NW"
"DOP 0344 EDSM 2019-09-17 20-08-CF01 E203","DOP","0344","EDSM","20-08-CF01",2019-09-17,"E203","Hyperacanthomysis longirostris",NA,1,"ED",NA,0.1,NA,"","NM, NW"
"DOP 0344 EDSM 2019-09-17 20-08-CF01 E203","DOP","0344","EDSM","20-08-CF01",2019-09-17,"E203","Hyperacanthomysis longirostris",NA,1,"ED",NA,0.1,NA,"","NM, NW"
"DOP 0344 EDSM 2019-09-17 20-08-CF01 E203","DOP","0344","EDSM","20-08-CF01",2019-09-17,"E203","Corophium type",NA,2,"M",NA,NA,NA,"","NM, NW. Juvenile"
"DOP 0344 EDSM 2019-09-17 20-08-CF01 E203","DOP","0344","EDSM","20-08-CF01",2019-09-17,"E203","Corophium type",NA,1,"M",NA,NA,NA,"","NM, NW. Juvenile"
"DOP 0348 EDSM 2019-10-22 20-13-HB01 E339","DOP","0348","EDSM","20-13-HB01",2019-10-22,"E339","Unid mysids",NA,2.9,"ED",NA,0.2,NA,"","NM, NW. Eyes only"
"DOP 0349 EDSM 2019-07-08 19-50-LSSC02 E340","DOP","0349","EDSM","19-50-LSSC02",2019-07-08,"E340","Hyperacanthomysis longirostris",NA,1.6,"U",NA,NA,NA,"","NM, NW. No eye, tail only. Size of an early juvenile"
"DOP 0353 EDSM 2019-09-10 20-07-LSSC03 E475","DOP","0353","EDSM","20-07-LSSC03",2019-09-10,"E475","Hyperacanthomysis longirostris",NA,2,"",NA,0.1,NA,"","Juvenile, NI, NW"
"DOP 0355 EDSM 2019-10-15 20-12-LSSC01 E577","DOP","0355","EDSM","20-12-LSSC01",2019-10-15,"E577","Unid mysids",NA,5.7,"ED",NA,0.4,NA,"","NI, NW, head only"
"DOP 0355 EDSM 2019-10-15 20-12-LSSC01 E577","DOP","0355","EDSM","20-12-LSSC01",2019-10-15,"E577","Hyperacanthomysis longirostris",NA,1.9,"Y",NA,NA,NA,"","Juvenile NM, NW, NI"
"DOP 0347 EDSM 2019-10-28 20-14-LSR01 E206","DOP","0347","EDSM","20-14-LSR01",2019-10-28,"E206","Unid amphipod",NA,1.5,"Y",NA,NA,NA,"","Head only with missing antenna. NM, NW"
"DOP 0256 EDSM 2019-08-06 20-02-SM03 E336","DOP","0256","EDSM","20-02-SM03",2019-08-06,"E336","Palaemon",NA,2.5,"Y",NA,NA,NA,"","Length estimate based on 2011-2019 Palaemon lengths in FLaSH DB 6/2020 CEB"
"DOP 0129 EDSM 2018-08-27 19-05-LSSC05 E96","DOP","0129","EDSM","19-05-LSSC05",2018-08-27,"E96","Hyperacanthomysis longirostris",NA,1,"G",NA,NA,NA,"","NM, NW, no eye"
"DOP 0395 ELS 2019-05-21 19-43-SC05 L1236","DOP","0395","ELS","19-43-SC05",2019-05-21,"L1236","Tridentiger spp",NA,2.6,"",NA,NA,NA,"","NW. Scale couldn't detect fish"
"DOP 0403 ELS 2019-06-05 19-45-LSSC05 L2256","DOP","0403","ELS","19-45-LSSC05",2019-06-05,"L2256","Hyperacanthomysis longirostris",NA,2.6,"ED",NA,0.2,NA,"","NM, NW"
"DOP 0403 ELS 2019-06-05 19-45-LSSC05 L2256","DOP","0403","ELS","19-45-LSSC05",2019-06-05,"L2256","Hyperacanthomysis longirostris",NA,1,"ED",NA,0.1,NA,"","NM, NW"
"DOP 0403 ELS 2019-06-05 19-45-LSSC05 L2256","DOP","0403","ELS","19-45-LSSC05",2019-06-05,"L2256","Hyperacanthomysis longirostris",NA,1,"ED",NA,0.1,NA,"","NM, NW"
"DOP 0423 EDSM 2020-07-08 20-50-LSR01 E222","DOP","0423","EDSM","20-50-LSR01",2020-07-08,"E222","Hyperacanthomysis longirostris",NA,2,"",NA,NA,NA,"","NI, NW"
"DOP 0426 EDSM 2020-07-06 20-50-LSSC01 E225","DOP","0426","EDSM","20-50-LSSC01",2020-07-06,"E225","Corophium type",NA,1.8,"",NA,NA,NA,"","NI, NW, A2 NM"
"DOP 0427 EDSM 2020-07-06 20-50-LSSC02 E226","DOP","0427","EDSM","20-50-LSSC02",2020-07-06,"E226","Corophium type",NA,2,"",NA,NA,1,"","NW, A2 NI"
"DOP 0427 EDSM 2020-07-06 20-50-LSSC02 E226","DOP","0427","EDSM","20-50-LSSC02",2020-07-06,"E226","Unid amphipod","Unid amphipod",1,"",NA,NA,NA,"","NW, juvenile"
"DOP 0427 EDSM 2020-07-06 20-50-LSSC02 E226","DOP","0427","EDSM","20-50-LSSC02",2020-07-06,"E226","Other malacostraca",NA,1.5,"",NA,NA,NA,"","NI, NW, Tanaid"
"DOP 0427 EDSM 2020-07-06 20-50-LSSC02 E226","DOP","0427","EDSM","20-50-LSSC02",2020-07-06,"E226","Other malacostraca",NA,2.3,"",0.00021,NA,NA,"","Tanaid"
"DOP 0427 EDSM 2020-07-06 20-50-LSSC02 E226","DOP","0427","EDSM","20-50-LSSC02",2020-07-06,"E226","Other malacostraca",NA,1,"",NA,NA,NA,"","NW, Tanaid"
"DOP 0428 EDSM 2020-07-07 20-50-LSSC05 E227","DOP","0428","EDSM","20-50-LSSC05",2020-07-07,"E227","Other malacostraca",NA,2,"",0.00027,NA,NA,"","Tanaid"
"DOP 0428 EDSM 2020-07-07 20-50-LSSC05 E227","DOP","0428","EDSM","20-50-LSSC05",2020-07-07,"E227","Hyperacanthomysis longirostris",NA,5.5,"",NA,NA,NA,"","NI, NW, male"
"DOP 0437 EDSM 2020-07-21 20-52-GB01 E479","DOP","0437","EDSM","20-52-GB01",2020-07-21,"E479","Unid mysids",NA,1.4,"ED",NA,0.1,NA,"","NM, NW"
"DOP 0441 EDSM 2020-08-11 21-03-GB01 E484","DOP","0441","EDSM","21-03-GB01",2020-08-11,"E484","Hyperacanthomysis longirostris",NA,1.5,"",NA,NA,NA,"","NW"
"DOP 0441 EDSM 2020-08-11 21-03-GB01 E484","DOP","0441","EDSM","21-03-GB01",2020-08-11,"E484","Hyperacanthomysis longirostris",NA,1.5,"G",NA,NA,NA,"","NM, NW, no eye"
"DOP 0442 EDSM 2020-06-02 20-45-SM07 E485","DOP","0442","EDSM","20-45-SM07",2020-06-02,"E485","Unid amphipod","Unid amphipod",1,"Y",NA,NA,NA,"","NM, NW, no A2, end of pereopod only, possibly A. spinicorne"
"DOP 0447 EDSM 2021-05-04 21-41-LSSC07 L0372","DOP","0447","EDSM","21-41-LSSC07",2021-05-04,"L0372","Unid mysids",NA,1.5,"Y",NA,NA,NA,"","NM, NW, no eye, probably H. longirostris"
"DOP 0447 EDSM 2021-05-04 21-41-LSSC07 L0372","DOP","0447","EDSM","21-41-LSSC07",2021-05-04,"L0372","Unid mysids",NA,1.5,"Y",NA,NA,NA,"","NM, NW, no eye, probably H. longirostris"
"DOP 0456 EDSM 2021-12-17 22-20-RV05 S-105","DOP","0456","EDSM","22-20-RV05",2021-12-17,"S-105","Gammarus type","G. daiberi",4.6,"",0.00124,NA,NA,"",""
"DOP 0456 EDSM 2021-12-17 22-20-RV05 S-105","DOP","0456","EDSM","22-20-RV05",2021-12-17,"S-105","Gammarus type","Crangonyx sp.",3,"",0.00059,NA,NA,"",""
"DOP 0456 EDSM 2021-12-17 22-20-RV05 S-105","DOP","0456","EDSM","22-20-RV05",2021-12-17,"S-105","Gammarus type","Crangonyx sp.",4.1,"",0.00086,NA,NA,"",""
"DOP 0456 EDSM 2021-12-17 22-20-RV05 S-105","DOP","0456","EDSM","22-20-RV05",2021-12-17,"S-105","Gammarus type","Crangonyx sp.",4.1,"",0.00107,NA,NA,"",""
"DOP 0456 EDSM 2021-12-17 22-20-RV05 S-105","DOP","0456","EDSM","22-20-RV05",2021-12-17,"S-105","Gammarus type","Hyalella sp.",2.6,"",0.00059,NA,NA,"",""
"DOP 0456 EDSM 2021-12-17 22-20-RV05 S-105","DOP","0456","EDSM","22-20-RV05",2021-12-17,"S-105","Corophium type","A. stimpsoni",3.1,"",0.00053,NA,1.5,"F",""
"DOP 0457 EDSM 2021-12-17 22-20-RV02 S-106","DOP","0457","EDSM","22-20-RV02",2021-12-17,"S-106","Gammarus type","Crangonyx sp.",4.4,"ED",NA,0.2,NA,"","NM, NW"
"DOP 0461 EDSM 2021-12-28 22-22-RV02 S-111","DOP","0461","EDSM","22-22-RV02",2021-12-28,"S-111","Gammarus type","Hyalella sp.",3,"",NA,NA,NA,"","NI, NW"
"DOP 0462 EDSM 2022-01-05 22-23-RV04 S-113","DOP","0462","EDSM","22-23-RV04",2022-01-05,"S-113","Nippoleucon hinumensis",NA,4,"",3e-04,NA,NA,"","Female"
"DOP 0462 EDSM 2022-01-05 22-23-RV04 S-113","DOP","0462","EDSM","22-23-RV04",2022-01-05,"S-113","Nippoleucon hinumensis",NA,2.3,"",NA,NA,NA,"","NW"
"DOP 0462 EDSM 2022-01-05 22-23-RV04 S-113","DOP","0462","EDSM","22-23-RV04",2022-01-05,"S-113","Nippoleucon hinumensis",NA,2.4,"",NA,NA,NA,"","NW"
"DOP 0462 EDSM 2022-01-05 22-23-RV04 S-113","DOP","0462","EDSM","22-23-RV04",2022-01-05,"S-113","Nippoleucon hinumensis",NA,2.3,"",NA,NA,NA,"","NW"
"DOP 0462 EDSM 2022-01-05 22-23-RV04 S-113","DOP","0462","EDSM","22-23-RV04",2022-01-05,"S-113","Unid cumacean",NA,2.4,"G",NA,NA,NA,"","NM, NW"
"DOP 0462 EDSM 2022-01-05 22-23-RV04 S-113","DOP","0462","EDSM","22-23-RV04",2022-01-05,"S-113","Unid cumacean",NA,2.3,"G",NA,NA,NA,"","NM, NW"
"DOP 0462 EDSM 2022-01-05 22-23-RV04 S-113","DOP","0462","EDSM","22-23-RV04",2022-01-05,"S-113","Unid cumacean",NA,2.3,"G",NA,NA,NA,"","NM, NW"
"DOP 0463 EDSM 2021-12-28 22-22-RV03 S-112","DOP","0463","EDSM","22-22-RV03",2021-12-28,"S-112","Chironomid larvae",NA,1.3,"",NA,NA,NA,"","NW"
"DOP 0463 EDSM 2021-12-28 22-22-RV03 S-112","DOP","0463","EDSM","22-22-RV03",2021-12-28,"S-112","Corophium type","A. spinicorne",3.3,"",NA,NA,2.2,"F","NW"
"DOP 0463 EDSM 2021-12-28 22-22-RV03 S-112","DOP","0463","EDSM","22-22-RV03",2021-12-28,"S-112","Corophium type","A. spinicorne",3,"",3e-04,NA,1.7,"",""
"DOP 0463 EDSM 2021-12-28 22-22-RV03 S-112","DOP","0463","EDSM","22-22-RV03",2021-12-28,"S-112","Gammarus type","Hyalella sp.",1.8,"",NA,NA,NA,"","NW"
"DOP 0463 EDSM 2021-12-28 22-22-RV03 S-112","DOP","0463","EDSM","22-22-RV03",2021-12-28,"S-112","Gammarus type","Hyalella sp.",3,"",0.00042,NA,NA,"",""
"DOP 0463 EDSM 2021-12-28 22-22-RV03 S-112","DOP","0463","EDSM","22-22-RV03",2021-12-28,"S-112","Gammarus type","Hyalella sp.",2.8,"",NA,NA,NA,"","NW"
"DOP 0464 EDSM 2022-01-12 22-24-LSSC03 S-114","DOP","0464","EDSM","22-24-LSSC03",2022-01-12,"S-114","Gammarus type","Hyalella sp.",3.3,"",0.00078,NA,NA,"",""
"DOP 0464 EDSM 2022-01-12 22-24-LSSC03 S-114","DOP","0464","EDSM","22-24-LSSC03",2022-01-12,"S-114","Gammarus type","Hyalella sp.",3.3,"",0.00084,NA,NA,"M",""
"DOP 0464 EDSM 2022-01-12 22-24-LSSC03 S-114","DOP","0464","EDSM","22-24-LSSC03",2022-01-12,"S-114","Gammarus type","Hyalella sp.",2.2,"",0.00016,NA,NA,"",""
"DOP 0464 EDSM 2022-01-12 22-24-LSSC03 S-114","DOP","0464","EDSM","22-24-LSSC03",2022-01-12,"S-114","Gammarus type","Hyalella sp.",3.2,"",0.00033,NA,NA,"F",""
"DOP 0464 EDSM 2022-01-12 22-24-LSSC03 S-114","DOP","0464","EDSM","22-24-LSSC03",2022-01-12,"S-114","Gammarus type","Hyalella sp.",1.9,"",NA,NA,NA,"","NW"
"DOP 0464 EDSM 2022-01-12 22-24-LSSC03 S-114","DOP","0464","EDSM","22-24-LSSC03",2022-01-12,"S-114","Gammarus type","Hyalella sp.",2.7,"",NA,NA,NA,"","NI, NW"
"DOP 0464 EDSM 2022-01-12 22-24-LSSC03 S-114","DOP","0464","EDSM","22-24-LSSC03",2022-01-12,"S-114","Gammarus type","Hyalella sp.",1.8,"",NA,NA,NA,"","NI, NW"
"DOP 0468 EDSM 2022-02-07 22-28-LSR01 S-118","DOP","0468","EDSM","22-28-LSR01",2022-02-07,"S-118","Prickly Sculpin",NA,4.2,"",NA,NA,NA,"","SL = ~4.2 mm, NW"
"DOP 0469 EDSM 2022-01-12 22-24-LSSC03 S-119","DOP","0469","EDSM","22-24-LSSC03",2022-01-12,"S-119","Gammarus type","Crangonyx sp.",5,"",0.00105,NA,NA,"",""
"DOP 0472 CVP 2022-01-16 CVP S-401","DOP","0472","CVP","CVP",2022-01-16,"S-401","Gammarus type","Hyalella sp.",3.2,"",NA,NA,NA,"F","NW"
"DOP 0472 CVP 2022-01-16 CVP S-401","DOP","0472","CVP","CVP",2022-01-16,"S-401","Gammarus type","Hyalella sp.",3.5,"",NA,NA,NA,"M","NW"
"DOP 0472 CVP 2022-01-16 CVP S-401","DOP","0472","CVP","CVP",2022-01-16,"S-401","Gammarus type","Hyalella sp.",3.1,"",NA,NA,NA,"","NW"
"DOP 0472 CVP 2022-01-16 CVP S-401","DOP","0472","CVP","CVP",2022-01-16,"S-401","Unid amphipod",NA,3,"ED",NA,0.1,NA,"","Probable Hyalella, NM, NW"
"DOP 0472 CVP 2022-01-16 CVP S-401","DOP","0472","CVP","CVP",2022-01-16,"S-401","Unid amphipod",NA,3,"ED",NA,0.1,NA,"","Probable Hyalella, NM, NW"
"DOP 0472 CVP 2022-01-16 CVP S-401","DOP","0472","CVP","CVP",2022-01-16,"S-401","Unid amphipod",NA,3,"ED",NA,0.1,NA,"","Probable Hyalella, NM, NW"
"DOP 0472 CVP 2022-01-16 CVP S-401","DOP","0472","CVP","CVP",2022-01-16,"S-401","Unid amphipod",NA,4.4,"ED",NA,0.2,NA,"","Probable Hyalella, NM, NW"
"DOP 0472 CVP 2022-01-16 CVP S-401","DOP","0472","CVP","CVP",2022-01-16,"S-401","Unid amphipod",NA,4.4,"ED",NA,0.2,NA,"","Probable Hyalella, NM, NW"
"DOP 0472 CVP 2022-01-16 CVP S-401","DOP","0472","CVP","CVP",2022-01-16,"S-401","Unid amphipod",NA,4.4,"ED",NA,0.2,NA,"","Probable Hyalella, NM, NW"
"DOP 0470 EDSM 2022-02-04 22-27-LSJ01 S-202","DOP","0470","EDSM","22-27-LSJ01",2022-02-04,"S-202","Nippoleucon hinumensis",NA,2.8,"M",NA,NA,NA,"","NM, NW"
"DOP 0474 EDSM 2022-02-14 22-29-SM01 S-003","DOP","0474","EDSM","22-29-SM01",2022-02-14,"S-003","Nippoleucon hinumensis",NA,2.8,"",NA,NA,NA,"","NW"
"DOP 0477 DJFMP 2022-02-17 SB018M S-4","DOP","0477","DJFMP","SB018M",2022-02-17,"S-4","Gammarus type","G. daiberi",5,"",NA,NA,NA,"","NI, NW"
"DOP 0480 EDSM 2022-02-23 22-30-SM03 S-007","DOP","0480","EDSM","22-30-SM03",2022-02-23,"S-007","Nippoleucon hinumensis",NA,4,"",0.00014,NA,NA,"",""
"DOP 0480 EDSM 2022-02-23 22-30-SM03 S-007","DOP","0480","EDSM","22-30-SM03",2022-02-23,"S-007","Nippoleucon hinumensis",NA,2.7,"",NA,NA,NA,"","NW"
"DOP 0482 EDSM 2022-02-23 22-30-SM03 S-009","DOP","0482","EDSM","22-30-SM03",2022-02-23,"S-009","Nippoleucon hinumensis",NA,3.3,"",NA,NA,NA,"","NW"
"DOP 0482 EDSM 2022-02-23 22-30-SM03 S-009","DOP","0482","EDSM","22-30-SM03",2022-02-23,"S-009","Nippoleucon hinumensis",NA,3.3,"G",NA,NA,NA,"","NM, NW, no tail"
"DOP 0484 EDSM 2022-03-11 22-32-SM01 0011","DOP","0484","EDSM","22-32-SM01",2022-03-11,"0011","Nippoleucon hinumensis",NA,2.7,"",NA,NA,NA,"","NW"
"DOP 0486 EDSM 2022-03-22 22-34-SM01 S-13","DOP","0486","EDSM","22-34-SM01",2022-03-22,"S-13","Corophium type","C. alienense",4.1,"",NA,NA,NA,"F","NW, A2 NM"
"DOP 0486 EDSM 2022-03-22 22-34-SM01 S-13","DOP","0486","EDSM","22-34-SM01",2022-03-22,"S-13","Corophium type","C. alienense",3,"AL",NA,NA,1.4,"","NM, NW"
"DOP 0486 EDSM 2022-03-22 22-34-SM01 S-13","DOP","0486","EDSM","22-34-SM01",2022-03-22,"S-13","Corophium type","C. alienense",3.8,"",NA,NA,1.6,"F","NW"
"DOP 0486 EDSM 2022-03-22 22-34-SM01 S-13","DOP","0486","EDSM","22-34-SM01",2022-03-22,"S-13","Corophium type","C. alienense",3.2,"AL",NA,NA,1.6,"","NM, NW"
"DOP 0486 EDSM 2022-03-22 22-34-SM01 S-13","DOP","0486","EDSM","22-34-SM01",2022-03-22,"S-13","Corophium type","C. alienense",4,"AL",NA,NA,2.2,"","NM, NW"
"DOP 0486 EDSM 2022-03-22 22-34-SM01 S-13","DOP","0486","EDSM","22-34-SM01",2022-03-22,"S-13","Corophium type","C. alienense",3.3,"",NA,NA,1.8,"F","NW"
"DOP 0487 EDSM 2022-03-29 22-35-SM01 S-14","DOP","0487","EDSM","22-35-SM01",2022-03-29,"S-14","Unid amphipod",NA,4,"G",NA,NA,NA,"","NM, NW, heavily digested"
"DOP 0487 EDSM 2022-03-29 22-35-SM01 S-14","DOP","0487","EDSM","22-35-SM01",2022-03-29,"S-14","Nippoleucon hinumensis",NA,4,"",0.00021,NA,NA,"",""
"DOP 0489 EDSM 2022-02-24 22-30-LSSC01 S-121","DOP","0489","EDSM","22-30-LSSC01",2022-02-24,"S-121","Terrestrial invertebrates",NA,3.1,"",0.00054,NA,NA,"","Ant"
"DOP 0489 EDSM 2022-02-24 22-30-LSSC01 S-121","DOP","0489","EDSM","22-30-LSSC01",2022-02-24,"S-121","Corophium type",NA,1.7,"",NA,NA,NA,"","NW, A2 NM"
"DOP 0496 EDSM 2022-03-08 22-32-LSSC01 S-128","DOP","0496","EDSM","22-32-LSSC01",2022-03-08,"S-128","Gammarus type","G. daiberi",3.5,"M",NA,NA,NA,"","NM, NW, eye NM, heavily digested"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Chironomid larvae",NA,2.7,"",NA,NA,NA,"","NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2.7,"G",NA,NA,NA,"","Unid insect (club-like antennae, mandibles), NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"G",NA,NA,NA,"","Unid Hemiptera, NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"G",NA,NA,NA,"","Unid Hemiptera, NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"G",NA,NA,NA,"","Unid Hemiptera, NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"G",NA,NA,NA,"","Unid Hemiptera, NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"",NA,NA,NA,"","Unid Hemiptera, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"G",NA,NA,NA,"","Unid Hemiptera (Aphid-like), NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"G",NA,NA,NA,"","Unid Hemiptera (Aphid-like), NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"G",NA,NA,NA,"","Unid Hemiptera (Aphid-like), NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"",NA,NA,NA,"","Hemiptera: Aphid, NI, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"",NA,NA,NA,"","Hemiptera: Aphid, NI, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"",NA,NA,NA,"","Hemiptera: Aphid, NI, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"",NA,NA,NA,"","Hemiptera: Aphid, NI, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"",NA,NA,NA,"","Hemiptera: Aphid, NI, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"G",NA,NA,NA,"","Diptera (Possible midge), NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"G",NA,NA,NA,"","Diptera, NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"G",NA,NA,NA,"","Diptera, NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"G",NA,NA,NA,"","Diptera, NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2.3,"G",NA,NA,NA,"","Diptera, NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2.3,"G",NA,NA,NA,"","Diptera, NM, NW"
"DOP 0504 EDSM 2022-03-23 22-34-USSC01 S-136","DOP","0504","EDSM","22-34-USSC01",2022-03-23,"S-136","Terrestrial invertebrates",NA,2,"G",NA,NA,NA,"","Diptera, NM, NW"
"DOP 0494 EDSM 2022-03-02 22-31-LSSC01 S-126","DOP","0494","EDSM","22-31-LSSC01",2022-03-02,"S-126","Unid fish",NA,3.1,"S",NA,NA,NA,"","NM, NW, eyes and some body tissue only"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Unid fish",NA,2.3,"",NA,NA,NA,"","Length = SL, NI, NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.8,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.8,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.7,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.7,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.5,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.5,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.5,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.5,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.5,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.5,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.5,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.5,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.5,"",NA,NA,NA,"","NW"
"DOP 0528 EDSM 2022-08-02 23-01-LSR05 S-319","DOP","0528","EDSM","23-01-LSR05",2022-08-02,"S-319","Hyperacanthomysis longirostris",NA,1.5,"",NA,NA,NA,"","NW"
